tconst,directors,writers
tt0023125,nm0226189,"nm0416861,nm0786827,nm0871835,nm0594594"
tt0023158,nm0541149,"nm0388755,nm0547938,nm0950150,nm0545401,nm0035552"
tt0023181,nm0012317,"nm0329136,nm0606563,nm0430756,nm0398021"
tt0023194,"nm0102643,nm0896533","nm0474114,nm0941138,nm0929616,nm0737544"
tt0023196,nm0280463,"nm0322227,nm0083532,nm0026639,nm0256298"
tt0023202,nm0909825,"nm0458934,nm0175194,nm0462111,nm0169879,nm0230776,nm0242897,nm0896533"
tt0023213,nm0002188,"nm0562372,nm0524106"
tt0023225,nm0166836,"nm0000581,nm0616730,nm0057897,nm0372942"
tt0023236,nm0833965,nm0000252
tt0023238,"nm0681635,nm0774325","nm0187256,nm0175028"
tt0023241,"nm0115669,nm0516001","nm0493071,nm0426515,nm0340599,nm0012148,nm0124290,nm0516001"
tt0023245,nm0005713,"nm0701233,nm0770337,nm0049721"
tt0023249,nm0282984,"nm0000590,nm0282984,nm0715723,nm0886861,nm0001379,nm0446381"
tt0023266,nm0562845,"nm0111313,nm0000581,nm0493071,nm0922213"
tt0023277,nm0749484,"nm0914362,nm0343228,nm0332539,nm0322227,nm0507932"
tt0023285,nm0000033,"nm0267537,nm0720904,nm0000033,nm0010063"
tt0023293,nm0001843,"nm0697362,nm0506349,nm0792670"
tt0023303,"nm0002030,nm0523932","nm0773083,nm0710723,nm0545401"
tt0023305,nm0307819,"nm0594594,nm0413711,nm0520501,nm0307819"
tt0023312,"nm0550892,nm0564971,nm0085295,nm0294137","nm0907778,nm0001316,nm0491048,nm0564971,nm0663613,nm0736778"
tt0023327,nm0002179,"nm0325135,nm0658457,nm0107614"
tt0023349,nm0763453,"nm0562892,nm0933133,nm0425615,nm0164859,nm0580648"
tt0023362,nm0920074,"nm0834553,nm0520501"
tt0023369,nm0587277,"nm0173303,nm0709888,nm0560857,nm0027173"
tt0023374,"nm0092915,nm0102643","nm0531269,nm0168829,nm0173303,nm0372942,nm0405156,nm0536941,nm0576046,nm0707213,nm0792845,nm0821716,nm0837989,nm0933133,nm1303941"
tt0023382,nm0281808,"nm0536941,nm0172812,nm0829330"
tt0023385,nm0176699,"nm0116693,nm0002616,nm0270765,nm0280234,nm0580648,nm0837989"
tt0023394,nm0337586,"nm0678723,nm0662059"
tt0023395,nm0000033,"nm0172246,nm0000033,nm0720904,nm0884318"
tt0023427,"nm0001328,nm0744514","nm0870660,nm0372942,nm0589316,nm0536941,nm0122446,nm0001328,nm0664646"
tt0023458,nm0903049,"nm0299154,nm0381152"
tt0023470,nm0001124,"nm0950150,nm0118227,nm0057316,nm0629580,nm0797197"
tt0023488,nm0291548,"nm0184785,nm0613848,nm0883328,nm0921995,nm0829330,nm0265023,nm0049721,nm0547966,nm0576046"
tt0023491,nm0920074,"nm0272209,nm0018470,nm0520501"
tt0023498,nm0781292,nm0445502
tt0023551,nm0886754,"nm0123194,nm0401738,nm0637040"
tt0023556,nm0215877,"nm0629862,nm0321891,nm0109148"
tt0023563,nm0000485,"nm0415167,nm0000485,nm0829954,nm0902376"
tt0023582,nm0002179,"nm0857230,nm0179993,nm0650338"
tt0023590,nm0503777,"nm0399203,nm0321891,nm0109148"
tt0023594,nm0001328,"nm0104355,nm0740537,nm0001328,nm0536941"
tt0023622,nm0523932,"nm0710723,nm0428177,nm0015801"
tt0023629,nm0503777,"nm0504443,nm0857710"
tt0023634,nm0654868,"nm0299343,nm0406601,nm0654868"
tt0023642,nm0337586,"nm0491385,nm0288706,nm0244175,nm0321891,nm0109148,nm0629862,nm0216755"
tt0023649,nm0003433,"nm0494257,nm0432143,nm0003433"
tt0023686,nm0002030,"nm0288706,nm0114602,nm0820700,nm0613848,nm0548993,nm0696190,nm0729694,nm0828574"
tt0023694,nm0356931,"nm0922951,nm2690196"
tt0023731,nm0002031,"nm0492431,nm0594594,nm0391763,nm0855850,nm0520501"
tt0023753,"nm0572851,nm0363414,nm0411208","nm0000581,nm0580017,nm0140902"
tt0023775,nm0337586,"nm0548403,nm0778636,nm0953123"
tt0023786,nm0478441,"nm0875746,nm0478441,nm0856838"
tt0023814,nm0001008,"nm0831897,nm0660923"
tt0023825,nm0281808,"nm0536941,nm0299154,nm0290462,nm0186390,nm0048305,nm0469915,nm0869999"
tt0023856,nm0215877,"nm0696190,nm0043786,nm0083353"
tt0023871,nm0183018,"nm0183018,nm0302040"
tt0023876,nm0515979,"nm0002021,nm0075351"
tt0023891,nm0002188,"nm0015399,nm0291124"
tt0023911,nm0943758,nm0723418
tt0023926,nm0502752,"nm0729694,nm0938439,nm0068650,nm0001076,nm0070361,nm0780803"
tt0023935,nm0547446,"nm0820513,nm0057456,nm0434835,nm0871166"
tt0023937,nm0654868,"nm0407456,nm0654868"
tt0023940,nm0523932,"nm0002021,nm0372942,nm0388755"
tt0023943,"nm0730018,nm0736778","nm0534221,nm0001316,nm0491048,nm0730018,nm0736778,nm0780107"
tt0023948,nm0002030,"nm0547966,nm0542534,nm0442151,nm0272209,nm0829330,nm0576046"
tt0023960,nm0188669,"nm0613848,nm0599772"
tt0023969,nm0564970,"nm0436095,nm0748438,nm0790654,nm0674759"
tt0023973,"nm0908234,nm0500552","nm0589316,nm0736752,nm0766850"
tt0023985,"nm0614225,nm0210352","nm0642156,nm0371738"
tt0023986,nm0215877,"nm0696190,nm0091200"
tt0023993,nm0282984,"nm0280223,nm0728307,nm0091200"
tt0024008,"nm0002031,nm0226189,nm0920074","nm0548403,nm0778636,nm0164737"
tt0024025,nm0293260,"nm0401738,nm0359748,nm0312510,nm0129669,nm0110607,nm0173532,nm0276284,nm0502071,nm0629240,nm0816201,nm0857710,nm1092329"
tt0024028,nm0045800,"nm0781719,nm0786827,nm0520501,nm0590361"
tt0024034,nm0045800,"nm0416861,nm0786827,nm0740622,nm0093456"
tt0024044,nm0478441,"nm0933133,nm0088602,nm0878523"
tt0024055,nm0403054,"nm0454718,nm0385693,nm0675729,nm0877660,nm0236128"
tt0024067,nm0909825,"nm0829330,nm0547966"
tt0024069,nm0503777,"nm0312510,nm0786827,nm0091200,nm0548993,nm0394479"
tt0024087,nm0921195,nm0263912
tt0024115,nm0920074,"nm0520501,nm0594594"
tt0024120,nm0654868,"nm0407456,nm0654868"
tt0024127,nm0826094,"nm0770948,nm0530731"
tt0024130,nm0939992,"nm0002616,nm0736911,nm0547966"
tt0024166,nm0749484,"nm0922213,nm0107614"
tt0024183,nm0840042,"nm0552289,nm0216755,nm0105261,nm0374013"
tt0024184,nm0001843,"nm0920229,nm0792670,nm0002545,nm0943804"
tt0024188,nm0448915,"nm0950150,nm0943804,nm0920229"
tt0024210,nm0002031,"nm0886597,nm0498133,nm0590361,nm0696190"
tt0024216,"nm0178260,nm0774325","nm0187256,nm0741656,nm0178260,nm0908624,nm0330390"
tt0024238,"nm0107854,nm0445033","nm0391763,nm0569897,nm0840172,nm0533215,nm0587073"
tt0024239,nm0215877,"nm0548993,nm0371771,nm0787328,nm0953123"
tt0024240,nm0001008,"nm0728307,nm0750357"
tt0024252,nm0649097,"nm0018348,nm0649097,nm0759041,nm0774217,nm0928915"
tt0024262,nm0215877,"nm0520501,nm0594594"
tt0024264,nm0002030,"nm0017301,nm0556945,nm0373511,nm0028636,nm0088670,nm0102818,nm0276040,nm0376179,nm0613848,nm0827693,nm0875746,nm0878605"
tt0024302,nm0097648,"nm0842485,nm0371907"
tt0024314,"nm0562845,nm0002031","nm0158737,nm0042299"
tt0024334,nm0920074,"nm0002616,nm0548403,nm0778636"
tt0024353,nm0792514,"nm0337914,nm0015399"
tt0024360,nm0840042,"nm0943804,nm0589316,nm0343228"
tt0024368,nm0002031,"nm0611920,nm0259022,nm0067676"
tt0024402,nm0055823,"nm0278135,nm0055823"
tt0024426,nm0337586,"nm0416861,nm0488295"
tt0024433,nm0502752,"nm0010973,nm0543122,nm0547966"
tt0024435,nm0886754,"nm0329304,nm0352443,nm0733907"
tt0024450,nm0045800,"nm0013897,nm0729694,nm0938439,nm0548993,nm0445033"
tt0024471,nm0002031,"nm0416861,nm0925952"
tt0024473,nm0466099,"nm0083742,nm0934497"
tt0024475,"nm0886754,nm0001328","nm0536941,nm0576046,nm0547966"
tt0024481,nm0541149,"nm0367814,nm0826554,nm0505996,nm0067103,nm0309567,nm0372942,nm0541149,nm0883328,nm0921995"
tt0024500,nm0102908,nm0102908
tt0024516,nm0769585,"nm0663858,nm0063676"
tt0024538,nm0627087,"nm0680030,nm0403398"
tt0024548,nm0792514,"nm0922213,nm0857710,nm0109148"
tt0024554,nm0712730,"nm0447472,nm0405081"
tt0024593,nm0774325,nm0741656
tt0024601,nm0782682,"nm0186600,nm0001316,nm0059374,nm0153713,nm0166671,nm0491048,nm0730018,nm0782682,nm0874497,nm0919543"
tt0024610,nm0454771,"nm0397022,nm0338233,nm0832328,nm0186600,nm0430756,nm0907388"
tt0024617,nm0731596,"nm0308177,nm0001203,nm0914362"
tt0024625,nm0547446,"nm0236279,nm0282984,nm0654239"
tt0024675,"nm0001328,nm0744514","nm0001203,nm0280223,nm0852313,nm0001328,nm0192234"
tt0024676,nm0654868,"nm0407456,nm0633792,nm0654868"
tt0024684,nm0195496,"nm0372942,nm0506349,nm0531269,nm0656528"
tt0024727,nm0833965,nm0522871
tt0024747,nm0000033,"nm0717059,nm0932560,nm0548094,nm0093397,nm0720904"
tt0024763,"nm0064600,nm0502752","nm0576046,nm0330390,nm0189405"
tt0024772,nm0920074,"nm0049898,nm0013897,nm0696190,nm0923219"
tt0024785,nm0012317,"nm0448981,nm0398021,nm0291408"
tt0024803,nm0897118,nm0897118
tt0024805,nm0292134,nm0878328
tt0024831,nm0629519,"nm0591791,nm0599844"
tt0024844,nm0897118,"nm0347447,nm0729960,nm0897118"
tt0024852,"nm0576940,nm0736778","nm0124918,nm0342417,nm0152156,nm0491048"
tt0024854,nm0480046,"nm0458934,nm0660923,nm0431903,nm0175902,nm0425225,nm0915875"
tt0024865,nm0291548,"nm0078667,nm0883328,nm0921995,nm0829330"
tt0024890,nm0227020,"nm0124002,nm0416861,nm0257143"
tt0024894,nm0880618,"nm0000590,nm0750537,nm0880618,nm0453311"
tt0024902,nm0102908,nm0102908
tt0024906,"nm0792514,nm0176699",nm0336339
tt0024914,nm0124877,"nm0175902,nm0124877,nm0121667,nm0425225"
tt0024916,nm0001008,"nm0728307,nm0375446,nm0118227"
tt0024958,nm0189076,"nm0548993,nm0306916"
tt0024961,"nm0853130,nm0516001","nm0445502,nm0853130,nm0115669"
tt0024963,nm0113284,"nm0536941,nm0783629,nm0329304,nm0352443"
tt0024966,"nm0890574,nm0890567","nm0298998,nm0298997,nm0890574,nm0890567"
tt0024968,nm0285946,"nm0531878,nm0081788,nm0031019,nm0170660"
tt0024989,nm0002061,"nm0071657,nm0521435,nm0908550"
tt0024991,nm0001124,"nm0950150,nm0493071,nm0179993,nm1306202"
tt0025004,nm0498174,"nm0241416,nm0242897,nm0869371,nm0498174,nm0857710"
tt0025028,"nm0258015,nm0000923","nm0202681,nm0520501"
tt0025037,nm0500552,"nm0027173,nm0499628,nm0143281,nm0274923"
tt0025091,nm0397678,"nm0168829,nm0941003,nm0736911"
tt0025101,nm0226189,"nm0378540,nm0259022,nm0172342,nm0240417,nm0548403,nm0778636"
tt0025129,nm0226189,"nm0498133,nm0245723,nm0813554"
tt0025132,nm0886754,"nm0000581,nm0147119,nm0731060,nm0001076"
tt0025161,nm0562845,"nm0088759,nm0540147"
tt0025164,nm0762263,"nm0852313,nm0916177,nm0388755,nm0547938,nm0949130,nm0442137,nm0070361,nm0359748,nm0543122,nm0712060"
tt0025173,"nm0176699,nm0939992","nm0002616,nm0256221,nm0736911"
tt0025228,nm0503777,"nm0009205,nm0007973,nm0391763,nm0240417"
tt0025238,nm0045800,"nm0049898,nm0548993,nm0169879,nm0871166"
tt0025263,"nm0092915,nm0245385,nm0332539,nm0533074,nm0718469,nm0746740,nm0828419,nm0939992","nm0226336,nm0462111,nm0185761,nm0276252,nm0332539,nm0616730,nm0941138"
tt0025272,"nm0921288,nm0485647","nm0425913,nm0922816,nm0002183,nm0398021,nm0591791"
tt0025273,nm0337586,"nm0781719,nm0371771,nm0520501"
tt0025301,nm0821472,"nm0403595,nm0403398,nm0002545,nm0242850,nm0274923,nm0318341,nm0373511,nm0556945,nm0650338,nm0725017"
tt0025316,nm0001008,"nm0728307,nm0011343"
tt0025318,nm0572851,"nm0192325,nm0568571,nm0001211,nm0083125,nm0107756,nm0337914,nm0750822,nm0801647,nm0809548,nm0919543,nm0922951"
tt0025330,nm0002031,"nm0589616,nm0236418,nm0623401"
tt0025335,nm0000406,"nm0167769,nm0629580,nm0873707"
tt0025373,nm0102908,nm0102908
tt0025397,nm0000485,"nm0597175,nm0509510,nm0956599,nm0000485"
tt0025410,nm0355284,"nm0750357,nm0513529,nm0375500,nm0499628"
tt0025423,nm0000406,"nm0629580,nm0287124,nm0531878"
tt0025440,nm0102908,nm0102908
tt0025452,nm0000033,"nm0071657,nm0943922,nm0339326,nm0712653,nm0930539"
tt0025455,nm0102908,nm0663858
tt0025456,nm0280904,nm0280904
tt0025461,nm0002031,"nm0289188,nm0662059,nm0448981"
tt0025464,"nm0886754,nm0176699,nm0002030","nm0308177,nm0000581,nm0128361,nm0230776,nm0829330"
tt0025465,nm0260871,nm0821131
tt0025480,"nm0261971,nm0000697","nm0527331,nm0000697,nm0464378,nm0700020"
tt0025493,nm0523932,"nm0883328,nm0710723,nm0529618,nm0825551,nm0009766,nm0366414,nm0523932,nm0576830"
tt0025499,nm0259838,"nm0797390,nm0797388,nm0259838"
tt0025509,nm0076368,"nm0401076,nm0076368,nm0485676"
tt0025536,nm0562004,"nm0006153,nm0358564,nm0949617,nm0000697,nm0175902,nm0192346,nm0509510,nm0562004,nm0690143"
tt0025580,nm0368871,"nm0456646,nm0048758,nm0493071,nm0856923"
tt0025586,nm0188669,"nm0169556,nm0560857,nm0170923"
tt0025590,nm0064415,"nm0922951,nm0192325,nm0001211,nm0083125,nm0147749,nm0206802,nm0216755,nm0428987,nm0513529,nm0568571,nm0623640,nm0907778,nm0946756"
tt0025607,nm0092915,"nm0857710,nm0780803,nm0338751,nm0150432,nm0528351,nm0542534,nm0629240,nm0729694,nm0837989,nm0938439"
tt0025610,nm0896542,"nm0896542,nm0384227,nm0000581"
tt0025617,nm0092915,"nm0576046,nm0826554,nm0280223,nm0560857"
tt0025699,nm0292134,nm0663858
tt0025718,nm0782682,"nm0469915,nm0874497"
tt0025740,nm0113284,"nm0576046,nm0217568,nm0933133"
tt0025746,nm0903049,"nm0464767,nm1327583"
tt0025748,nm0949597,"nm0649478,nm0466099,nm1349729"
tt0025791,nm0649097,"nm0018348,nm0331878,nm0649097,nm0928915"
tt0025830,nm0102908,nm0102908
tt0025862,"nm0316539,nm0570985,nm0176699","nm0123194,nm0570130,nm0736911,nm0330390,nm0058295"
tt0025878,nm0886754,"nm0352443,nm0329304,nm0358591"
tt0025880,nm0314351,"nm0002545,nm0664022,nm0375500,nm0562372,nm0445502"
tt0025898,nm0719756,"nm0719756,nm2365865,nm0251873"
tt0025903,nm0102908,"nm0193617,nm0663858"
tt0025907,nm0281808,"nm0829044,nm0536941,nm0493251,nm0695292"
tt0025913,nm0726166,"nm0726166,nm0752193,nm1168002"
tt0025919,nm0001328,"nm0589619,nm0372942,nm0531269,nm0002545,nm0288706"
tt0025929,nm0654868,"nm0407456,nm0654868"
tt0025946,nm0017893,"nm0017893,nm0258755,nm0557066"
tt0025948,"nm0176699,nm0001328,nm0920074","nm0372942,nm0683874,nm0821108,nm0001328,nm0570130,nm0736911"
tt0025969,nm0102908,"nm0102908,nm0236980"
tt0026017,nm0448915,"nm0216755,nm0428998,nm0568571,nm0834080,nm0001211"
tt0026029,nm0000033,"nm0117955,nm0071657,nm0067308"
tt0026043,nm0502752,"nm0821716,nm0886861,nm0542534,nm0000581,nm0096129"
tt0026056,nm0828419,"nm0850483,nm0949130,nm0644420,nm0613848"
tt0026071,nm0113284,"nm0866243,nm0199304,nm0826554,nm0067103"
tt0026073,nm0828419,"nm0768540,nm0878605,nm0276284,nm0011485"
tt0026097,nm0001328,"nm0372942,nm0531269,nm0158737,nm0519487"
tt0026104,nm0541149,"nm0856842,nm0267020,nm0593517"
tt0026121,nm0002031,"nm0277874,nm0259022,nm0615799,nm0410277"
tt0026123,nm0624756,"nm0833949,nm0616730"
tt0026126,nm0395023,"nm0124918,nm0595655,nm0001316,nm0042317,nm0172812,nm0395023,nm0491048,nm0736778"
tt0026129,nm0562845,"nm0236418,nm0810290,nm0520501,nm0333958"
tt0026138,nm0001843,"nm0791217,nm0403398,nm0049721,nm0076653,nm0088662,nm0282984,nm0531878,nm0715723,nm0792670,nm1073460,nm2191908"
tt0026144,"nm0215877,nm0886754","nm0569646,nm0799015,nm0366454,nm0174889,nm0000581"
tt0026164,nm0920074,"nm0518711,nm0288706,nm0695292"
tt0026174,nm0002031,"nm0754581,nm0732452"
tt0026184,nm0002031,"nm0715723,nm0306916,nm0391763"
tt0026197,nm0003422,"nm0000252,nm0517567,nm0081788"
tt0026198,"nm0782597,nm0532187","nm0522871,nm0031019,nm0531878,nm0081788,nm0426884"
tt0026199,nm0864006,"nm0522871,nm0265617,nm0081788"
tt0026205,nm0307819,"nm0299154,nm0570130,nm0308611,nm0075960,nm0289188,nm0388743,nm0536941,nm0720930"
tt0026246,nm0903049,"nm0491076,nm0030916,nm0234502"
tt0026249,nm0001124,"nm0482959,nm0950150,nm0629580,nm0102818,nm0383304,nm0534221"
tt0026252,nm0191899,"nm0574110,nm0065753,nm0175902,nm0397022,nm0663613,nm0916914"
tt0026261,nm0337586,nm0236418
tt0026266,nm0002030,"nm0002042,nm0909484,nm0261455,nm0168829"
tt0026267,nm0102908,"nm0636475,nm0102908,nm0869389"
tt0026273,nm0172485,nm0663858
tt0026276,nm0903049,"nm0522223,nm0234287,nm0381082,nm1356466"
tt0026388,nm0002031,"nm0236418,nm0371771,nm0151949,nm0531335"
tt0026393,nm0445033,"nm0589316,nm0953123"
tt0026406,nm0163229,"nm0449095,nm0792845,nm0449698"
tt0026413,nm0337586,"nm0448981,nm0203753"
tt0026421,nm0000923,"nm0781719,nm0590361,nm0520501"
tt0026424,nm0943758,"nm0385992,nm0597175,nm0002545"
tt0026452,nm0500552,"nm0469915,nm0493071,nm0276252,nm0217568,nm0132180,nm0456646,nm0662213,nm0664022"
tt0026519,nm0782682,"nm0337914,nm0700717,nm0378540"
tt0026529,nm0000406,"nm0629580,nm0641018"
tt0026564,nm0275494,"nm0816458,nm0956599,nm0275494,nm0826452"
tt0026605,"nm0774325,nm0178260","nm0741656,nm0409069,nm0187256,nm0048758,nm0404354,nm0827693"
tt0026641,nm0124877,"nm0121667,nm0672540,nm0876223"
tt0026643,nm0368871,"nm0950150,nm0049721,nm0008280,nm0428177,nm0574112,nm0947103,nm0027173,nm0821716"
tt0026663,nm0005713,"nm0719165,nm0187693,nm0256880,nm0938439,nm0049721,nm0330390,nm0941138,nm1466696,nm1466810"
tt0026667,nm0821472,"nm0556945,nm0373511,nm0642005,nm0235160,nm0242850,nm0242897,nm0360122,nm0381082,nm0437189,nm0576035,nm0621675,nm0823395,nm0910021,nm5167272"
tt0026676,"nm0115669,nm0001211","nm0365222,nm0362742,nm0001211,nm0192325,nm0341185,nm0801647,nm0894643"
tt0026685,nm0115218,"nm0256880,nm0775770,nm0049721,nm0115218,nm0469196,nm0650338"
tt0026714,"nm0226189,nm0718121","nm0000636,nm0448981,nm0564610"
tt0026725,nm0092915,"nm0401076,nm0513744"
tt0026739,nm0924065,"nm0924065,nm0383421,nm0093397,nm0542534"
tt0026752,nm0515979,"nm0421255,nm0299154,nm0933133,nm0635079,nm0355681,nm0004290,nm0268513"
tt0026759,nm0166700,"nm0166700,nm0488348"
tt0026768,"nm0502752,nm0886754","nm0949995,nm0536941,nm0329304,nm0352443,nm0270765,nm0403398,nm0818415,nm0933133"
tt0026778,"nm0939992,nm0332539","nm0442151,nm0753452,nm0570130,nm0000036,nm0090213,nm0436095,nm0649183,nm0685265,nm0748438,nm0780833,nm0933133"
tt0026840,nm0503777,"nm0202681,nm0520501,nm0775149,nm0242957"
tt0026846,nm0682744,"nm0663858,nm0849806"
tt0026866,nm0368871,"nm0493071,nm0950150,nm0576046,nm0562372,nm0238900,nm0710703,nm0171887,nm0003593,nm0049721,nm0778636,nm0857230"
tt0026912,nm0484645,"nm0000590,nm0091200,nm0256880,nm0258005,nm0528351,nm0548788,nm0770196,nm0799848,nm0876432"
tt0026914,nm0281808,"nm0938439,nm0006388,nm0000581,nm0469915,nm0788082,nm0829330"
tt0026922,"nm0397678,nm0939992","nm0818415,nm0818416,nm0938439,nm0649183,nm0946416,nm0388743,nm0542534,nm0736911,nm0837989"
tt0026932,nm0747844,"nm0547966,nm0359748,nm0002616,nm0442151,nm0536941,nm0933133"
tt0026942,nm0782682,"nm0006153,nm0361877,nm0002317,nm0613848,nm0591791,nm0778818,nm0874497,nm0949130"
tt0026955,nm0564970,"nm0933491,nm0216755,nm0860194,nm0669277"
tt0026972,nm0250038,"nm0002042,nm0575197"
tt0026983,"nm0390226,nm0681635","nm0741656,nm0629580,nm0353584"
tt0027029,nm0445033,"nm0236418,nm0277874,nm0600755"
tt0027040,nm0731596,"nm0337914,nm0892044,nm0442137,nm0733907"
tt0027042,nm0000406,"nm0629580,nm0873707,nm0122180"
tt0027067,nm0002030,"nm0881148,nm0171924,nm0644420,nm0533283"
tt0027075,"nm0176699,nm0502752","nm0002042,nm0513744,nm0067103,nm1892772,nm7454408,nm7454409,nm1898835"
tt0027076,nm0945537,nm0590839
tt0027087,nm0102908,nm0102908
tt0027118,nm0654868,"nm0654868,nm0407456,nm0033163"
tt0027125,nm0762263,"nm0852313,nm0778818,nm0015801,nm0267022,nm0391750,nm0639130,nm0817809"
tt0027189,nm0896542,"nm0461348,nm0280223"
tt0027194,nm0908234,"nm0173303,nm0365255,nm0309567,nm1073460"
tt0027214,nm0000406,"nm0842485,nm0728307,nm0122446"
tt0027260,nm0886754,"nm0329304,nm0352443,nm0358591"
tt0027286,nm0954394,"nm0649155,nm0049721"
tt0027300,"nm0503777,nm0002031","nm0020574,nm0316807,nm0471341"
tt0027307,nm0793646,"nm0442704,nm0793646"
tt0027336,nm0719756,"nm0331003,nm0759866,nm0173952,nm0719756,nm0816458"
tt0027342,nm0245213,"nm0245213,nm0816458"
tt0027357,nm0909825,"nm0909825,nm0360127,nm0335455"
tt0027367,"nm0562845,nm0002031","nm0277874,nm0354317,nm0520501"
tt0027376,"nm0395023,nm0736778,nm0730018","nm0050145,nm0001316,nm0120501,nm0124918,nm0148859,nm0345727,nm0355408,nm0361882,nm0395023,nm0491048,nm0663613,nm0730018,nm0736778"
tt0027387,nm0215877,"nm0569646,nm0799015,nm0221865"
tt0027407,nm0445033,"nm0589316,nm0600755"
tt0027413,nm0045800,"nm0236418,nm0937149"
tt0027421,nm0124877,"nm0375500,nm0499628,nm0876223,nm0723840,nm0549905"
tt0027438,nm0002031,"nm0415004,nm0500284,nm0855139"
tt0027439,nm0480046,"nm0000252,nm0517567,nm0081788"
tt0027440,nm0401680,"nm0201405,nm0067676,nm0580648,nm0081788"
tt0027441,nm0401680,"nm0000252,nm0517567,nm0522871,nm0107756,nm0253892,nm0081788"
tt0027442,nm0928781,"nm0000252,nm0517567,nm0254754,nm0081788"
tt0027459,"nm0001328,nm0943758,nm0744514","nm0272209,nm0613848,nm0299154"
tt0027474,nm0002188,"nm0564610,nm0446403"
tt0027478,nm0719756,"nm0144475,nm0699535,nm0719756"
tt0027489,nm0656528,nm0656528
tt0027515,nm0097648,"nm0844459,nm0826452,nm0562372,nm0950150,nm0388755,nm0493071,nm0506349"
tt0027521,nm0115218,"nm0287124,nm0256880,nm0002233,nm0115218,nm0581388,nm0770337"
tt0027532,nm0943758,"nm0507760,nm0397608,nm0943753"
tt0027545,nm0385171,"nm0287124,nm0049721,nm0831290,nm0006388,nm0067676,nm0242850,nm0627087,nm0792670"
tt0027552,nm0138893,"nm0167202,nm0699535,nm0138893"
tt0027593,nm0731596,"nm0892044,nm0335455"
tt0027623,"nm0826873,nm0853028","nm0713204,nm0826873,nm0642150,nm0687741,nm0225458"
tt0027630,nm0762263,"nm0852313,nm0778818,nm0651661,nm0513858,nm0949130"
tt0027652,nm0000485,"nm0179993,nm0000485,nm0469915"
tt0027657,nm0092915,"nm0382562,nm0513744,nm0726704,nm0325135"
tt0027664,nm0587277,"nm0644048,nm0095660"
tt0027672,nm0003226,"nm0475520,nm0003226,nm0406808"
tt0027686,nm0045800,"nm0240417,nm0537363,nm0908789,nm0354117"
tt0027687,nm0337586,"nm0035158,nm0448981"
tt0027690,nm0113284,"nm0604453,nm0043081,nm0011343"
tt0027697,nm0090007,"nm0335455,nm0565402,nm0425225,nm0750822"
tt0027698,nm0502752,nm0570305
tt0027752,nm0654868,"nm0654868,nm0407456,nm0033163"
tt0027796,nm0596410,"nm0828436,nm0596410"
tt0027800,nm0385171,"nm0173303,nm0383304,nm0388153"
tt0027869,nm0782707,"nm0178126,nm0242897,nm0049721,nm0673585,nm0601086"
tt0027884,nm0176699,"nm0914362,nm0736911,nm0649183,nm0838395"
tt0027893,nm0188669,"nm0122364,nm0909484,nm0188669,nm0770337"
tt0027902,nm0454771,"nm0664251,nm0274923,nm0448985,nm0513744"
tt0027914,nm0886754,"nm0536941,nm0781719,nm0403391,nm0337588,nm0110901,nm0000581"
tt0027938,nm0829038,"nm0668729,nm0319148,nm0049721"
tt0027948,"nm0000406,nm0329574","nm0629580,nm0027173,nm0644420"
tt0027969,"nm0564970,nm0564971,nm0572851","nm0428177,nm0124918,nm0175028,nm0740528,nm0167065,nm0540147"
tt0027977,nm0000122,nm0000122
